,purchasenumber,purchaseobjectinfo,responsibleorg_regnum,responsibleorg_fullname,responsibleorg_postaddress,responsibleorg_factaddress,responsibleorg_inn,responsiblerole,max_price,final_price,execution_period,ratio_final_to_reserve_price,month_year,zip_code
1759,173100003521000128,"Оказание комплекса услуг по организации и проведению  в онлайн-формате Окружных форумов добровольцев Сибирского федерального округа, Уральского федерального округа  и Дальневосточного федерального округа, Приволжского федерального округа и Северо-Западного федерального округа",1731000035,ФЕДЕРАЛЬНОЕ АГЕНТСТВО ПО ДЕЛАМ МОЛОДЕЖИ,"Российская Федерация, 123022, Переулок Подсосенский, д. 5, стр. 1","Российская Федерация, 109028, Москва, ПЕРЕУЛОК БОЛЬШОЙ ТРЁХСВЯТИТЕЛЬСКИЙ, ДОМ 2/1/СТР 2",7703672351,RA,18000000.0,10000000.0,383.0,0.5555555555555556,2021-10,123022
1811,173100003621000032,Поставка системных блоков ,1731000036,МЕЖРЕГИОНАЛЬНАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО КРУПНЕЙШИМ НАЛОГОПЛАТЕЛЬЩИКАМ № 2,"101000, г. Москва, Большой Черкасский переулок, д. 15-17, стр.1","Российская Федерация, 109012, Москва, ПЕРЕУЛОК БОЛЬШОЙ ЧЕРКАССКИЙ, ДОМ 15-17/СТРОЕНИЕ 1",7702327955,CU,2418443.0,6617336.5,395.0,2.736197007744239,2021-09,101000
1884,173100004721000032,"Оказание услуг по техническому обслуживанию и эксплуатации зданий по адресу: г. Москва, ул. Гиляровского, д. 31, стр. 2 и стр. 3",1731000047,СУДЕБНЫЙ ДЕПАРТАМЕНТ ПРИ ВЕРХОВНОМ СУДЕ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 107996, Москва, УЛ ГИЛЯРОВСКОГО, 31/2","Российская Федерация, 107996, Москва, УЛ ГИЛЯРОВСКОГО, 31/2",7710276486,CU,37899230.67,13399920.0,820.0,0.35356707149749644,2021-11,107996
1896,173100004820000480,Моющие средства,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,2433164.2,7531692.0,319.0,3.095431044070104,2020-12,109012
1928,173100004820000512,Поставка микронизированного корма,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,2244640.5,1000000.0,332.0,0.44550563887624767,2020-12,109012
1982,173100004821000064,Оказание услуг по проведению лабораторного исследования биологического материала от животных ,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,299442.1,782017.5,249.0,2.611581671381546,2021-03,109012
2008,173100004821000096,"Поставка лекарственного препарата
для медицинского применения с МНН Клемастин",1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,33300.0,2114500.0,227.0,63.4984984984985,2021-04,109012
2034,173100004821000128,Сервисно-техническое обслуживание аналитического оборудования,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,2729895.94,696672.67,219.0,0.25520118177105316,2021-04,109012
2065,173100004821000160,Канцтовары в ассортименте,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,95662.2,7045413.34,218.0,73.64887426799719,2021-05,109012
2091,173100004821000192,"Выполнение работ по огнезащитной обработке деревянных конструкций чердачных помещений в здании, расположенном по адресу: г. Москва, ул. Манежная, дом 9/1	",1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,354784.0,49422350.0,183.0,139.30264611707406,2021-05,109012
2113,173100004821000224,Средство моющее универсальное 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,1035600.0,2078553.33,199.0,2.007100550405562,2021-05,109012
2144,173100004821000256,Автобус,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,18593000.0,18593000.0,190.0,1.0,2021-05,109012
2187,173100004821000320,Корзины пластмассовые	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,107669.5,273997.08,172.0,2.5447975517672137,2021-06,109012
2215,173100004821000352,"Сервисно-техническое обслуживание химического аналитического оборудования производства Agilent Technologies
",1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,2499404.01,2703918.0,171.0,1.0818251027772017,2021-06,109012
2240,173100004821000384,Абонентские шкафы для хранения телефонов	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,177678.0,872618.0,143.0,4.91123267934128,2021-07,109012
2294,173100004821000448,"Тупиковая камера полимеризации (печь полимеризации) порошковой окраски с верхней транспортной 
системой ",1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,619333.33,17131000.0,444.0,27.660387662327167,2021-09,109012
2323,173100004821000480,"Календари настенные квартальные трехблочные с символикой ФСО России на 2022 год, календари настольные на подставку на 2022 год",1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,275500.0,2675604.75,81.0,9.711813974591651,2021-09,109012
2370,173100004821000544,Мыло туалетное твердое 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,1231000.0,7078500.0,355.0,5.750203086921203,2021-11,109012
2395,173100004821000576,"Оказание услуг по вывозу и утилизации медицинских отходов класса ""Б"" и ""Г"" ",1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,432533.33,150908.0,346.0,0.34889334424239626,2021-12,109012
2427,173100004821000608,Абонентский шкаф 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	,1731000048,ФЕДЕРАЛЬНАЯ СЛУЖБА ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Российская Федерация, 109012, Москва, ФСО России","Российская Федерация, 103986, Москва, УЛИЦА КРЕМЛЬ, 9",7704055094,CU,623000.0,10747680.0,340.0,17.251492776886035,2021-12,109012
